625	karyn	6
626	invitation	6
627	paula	6
628	missouri	11
629	gp	9
630	following	8
631	ct	20
632	unique	12
633	overtime	12
634	sagewood	16
635	interested	35
636	mechanism	5
637	lyonnais	8
638	pjm-based	6
639	grigsby	58
640	issue	152
641	indicate	33
642	profile	22
643	inform	11
644	worry	11
645	former	8
646	envision	5
647	popular	11
648	no	39
649	notify	17
650	layer	10
651	lamar	8
652	baker	5
653	individual	25
654	yuan	5
655	value	89
656	anytime	16
657	ord	13
658	bankruptcy	8
659	model	19
660	commentary	8
661	ultimate	12
662	draft	30
663	distribute	32
664	number	203
665	help	189
666	wsj.com	13
667	ann	6
668	update	142
669	nat	17
670	dunvale	5
671	reputation	8
672	matter	21
673	isc	7
674	hi	5
675	follow	261
676	choice	47
677	soccer	5
678	stair	17
679	discount	23
680	meter	7
681	especially	14
682	binh	5
683	deck	5
684	patience	10
685	direct	44
686	income	20
687	legal	18
688	allow	49
689	trading	107
690	hourly	8
691	walk	15
692	gary	43
693	the	32
694	californium	5
695	michelle	11
696	longer	11
697	financial	85
698	mr.	13
699	purchase	72
700	q	11
701	participation	15
702	care	15
703	efficient	6
704	verify	9
705	move	90
706	complete	122
707	slow	14
708	possible	73
709	theater	6
710	newsletter	40
711	broker	23
712	earningsearning	5
713	living	13
714	government	10
715	white	14
716	m.	7
717	preferred	6
718	shortly	12
719	available	109
720	colorado	13
721	player	17
722	schroeder	6
723	scrap	5
724	tracy	11
725	opportunities	6
726	achieve	11
727	bidweek	16
728	registration	14
729	belief	14
730	savings	22
731	saturday	25
732	rise	34
733	i	16
734	marketer	12
735	dasovich	10
736	voicemail	5
737	insert	5
738	summarize	5
739	enterprise	8
740	authorize	24
741	output	8
742	dmark	13
743	kevin	17
744	expect	56
745	ahead	58
746	today	248
747	ytd	5
748	current	84
749	bancorp	5
750	keiser	5
751	thanks	204
752	pick	26
753	penalty	8
754	junior	6
755	consider	45
756	undiscounted	5
757	jaques	6
758	provide	142
759	lot	49
760	mid-america	6
761	everyday	5
762	exhibit	9
763	front	29
764	work	323
765	state	41
766	tell	56
767	jed	7
768	lower	15
769	response	56
770	scandinavia	6
771	hill	9
772	careerjournal	5
773	someone	24
774	o'neal	5
775	kuykendall	23
776	maintained	5
777	coach	9
778	tenant	49
779	national	11
780	analyst	66
781	parent	11
782	unfortunately	6
783	frus	7
784	late-breaking	20
785	entry	9
786	plus	16
787	brief	23
788	outline	14
789	golf	10
790	classic	5
791	nortel	6
792	son	7
793	andy	17
794	fx	20
795	j.p.	15
796	thus	6
797	theresa	6
798	pallen	29
799	payable	6
800	fourth	5
801	on-line	8
802	button	32
803	eliminate	7
804	dexter	17
805	corp	34
806	colleen	13
807	equivalent	7
808	reschedule	9
809	pipeline	41
810	certain	10
811	ltd.	7
812	straight	7
813	vernon	5
814	photo	16
815	d.	7
816	park	17
817	fine	61
818	bring	75
819	strike	13
820	bernstein	11
821	eol	25
822	sitara	15
823	stop	42
824	ermis	25
825	blow	6
826	quickly	17
827	ing	6
828	enlarge	8
829	cancel	10
830	field	10
831	agreement	71
832	utilities	7
833	pdf	18
834	welcome	24
835	belton	6
836	capacity	48
837	consent	8
838	02	9
839	something	42
840	robert	12
841	assemble	5
842	interconnection	7
843	r	18
844	june	30
845	registered	28
846	cut	36
847	etc.	16
848	snap	5
849	high	76
850	reluctant	5
851	installation	5
852	compensation	5
853	1st	22
854	allen@enron	10
855	berlind	5
856	laptop	9
857	philip	11
858	department	34
859	regulation	6
860	input	32
861	accumulate	17
862	open	82
863	thursday	58
864	trim	9
865	fully	16
866	replacement	11
867	note	166
868	display	17
869	q3	5
870	apple	9
871	expert	58
872	pleased	8
873	farmhouse	8
874	successful	19
875	finance	23
876	pallen@enron	88
877	policy	69
878	dain	14
879	reliable	11
880	presentation	18
881	simple	20
882	happen	34
883	correct	25
884	reply	48
885	apron	8
886	avg	5
887	discharge	6
888	lease	35
889	techrepublic	8
890	voice	23
891	cuatro	11
892	manipulate	8
893	proposal	10
894	dec	46
895	earth	6
896	tom	19
897	exclude	23
898	link	83
899	ca-or	6
900	pegasus	10
901	sprint	7
902	j	25
903	hr	23
904	tv	19
905	producer	12
906	edi	6
907	details	20
908	oil	19
909	reimburse	11
910	world	59
911	operational	10
912	zd	20
913	cooper	11
914	locate	9
915	l.	16
916	prudential	12
917	travel	16
918	hedging	7
919	sanchez	18
920	reminder	6
921	util	13
922	experienced	5
923	plain	11
924	differ	8
925	member	59
926	faith	9
927	transwestern	20
928	game	40
929	subscribe	44
930	test	17
931	sincerely	34
932	ames	5
933	november	57
934	split	11
935	thank	229
936	commercial	27
937	austin	48
938	printer	6
939	satisfied	6
940	apartment	47
941	score	16
942	stearns	20
943	experience	49
944	southeast	6
945	training	9
946	data	6
947	specific	30
948	dear	38
949	expand	8
950	increase	71
951	ga	6
952	able	68
953	20th	9
954	survive	10
955	yesterday	32
956	doe	7
957	sell	111
958	speak	109
959	edit	6
960	lans	6
961	anything	52
962	precedence	6
963	down	86
964	vp	6
965	sanders	11
966	confidence	5
967	peg	5
968	important	41
969	mailto	7
970	clearly	16
971	event	40
972	extraordinary	5
973	type	106
974	dlj	8
975	browse	9
976	advantageous	5
977	attend	17
978	connect	18
979	instead	29
980	contract	90
981	western	19
982	neal	10
983	shipment	5
984	introduction	9
985	row	5
986	patrick	15
987	kolb	11
988	byrne	5
989	shapiro	12
990	status	35
991	christmas	12
992	billy	5
993	withdraw	5
994	checking	16
995	insure	10
996	framing	5
997	even	75
998	sometimes	8
999	outstanding	32
1000	b	31
1001	wiring	5
1002	town	19
1003	january	47
1004	ability	14
1005	gotomypc	5
1006	reliability	15
1007	primary	14
1008	bargain	8
1009	set	109
1010	billi	5
1011	body	8
1012	mention	63
1013	anyone	27
1014	honor	7
1015	bulk	7
1016	law	11
1017	treat	16
1018	accessory	5
1019	stumble	5
1020	yard	7
1021	josh	10
1022	rabon	5
1023	raymond	6
1024	wrap	5
1025	broad	5
1026	clayton	5
1027	historical	13
1028	clarify	12
1029	cell	34
1030	think	215
1031	television	6
1032	survey	27
1033	opinion	23
1034	crack	9
1035	arrangement	6
1036	poor	8
1037	showtime	6
1038	drive	51
1039	chicago	13
1040	example	31
1041	teresa	5
1042	act	52
1043	limited	34
1044	monitor	21
1045	memo	6
1046	interactive	12
1047	isssue	5
1048	star	7
1049	please	641
1050	oppose	5
1051	geotools	6
1052	tory	11
1053	vote	8
1054	collect	21
1055	rally	8
1056	states	6
1057	modify	13
1058	start	95
1059	prize	11
1060	stanley	14
1061	merger	10
1062	quattro	7
1063	word	29
1064	msimpkins@winstead	6
1065	join	29
1066	interest	52
1067	kimat	6
1068	steffes	10
1069	pj	5
1070	specifically	17
1071	next-day	6
1072	counterparty	5
1073	consistent	7
1074	will	14
1075	socal	63
1076	entergy	6
1077	advance	23
1078	co.	35
1079	weather-related	6
1080	refax	6
1081	index	64
1082	past	31
1083	acceptable	5
1084	cuilla	8
1085	factory	12
1086	located	15
1087	recoup	11
1088	mgusa@mgusa,	5
1089	techie	5
1090	love	13
1091	tori	16
1092	barry	23
1093	anticipate	18
1094	waste	10
1095	as	131
1096	allen	237
1097	guerra	5
1098	t.	7
1099	together	57
1100	ray	6
1101	goldman	12
1102	february	18
1103	attendee	5
1104	lunch	11
1105	insurance	28
1106	cellular	5
1107	helpdesk	5
1108	shift	10
1109	sponsor	12
1110	reed	10
1111	volume	18
1112	developer	28
1113	jay	27
1114	galloway	5
1115	prior	50
1116	instruct	5
1117	master	17
1118	air	16
1119	speech	5
1120	push	22
1121	desire	22
1122	spin	7
1123	mind	28
1124	documentation	7
1125	easy	24
1126	sap	6
1127	man	8
1128	chettiar	5
1129	mobile	13
1130	vary	5
1131	entertain	6
1132	klauer	5
1133	failure	9
1134	spruce	6
1135	cap	46
1136	ryder	5
1137	seem	77
1138	timely	14
1139	dvd	6
1140	pioneer	6
1141	28th	6
1142	np	17
1143	woman	7
1144	excite	7
1145	spot	14
1146	tian	5
1147	extend	5
1148	heating	27
1149	wasserstein	5
1150	investigation	5
1151	cubic	5
1152	fahnestock	6
1153	executable	5
1154	palm	7
1155	mime-compliant	10
1156	salary	19
1157	wall	35
1158	frank	56
1159	pr	7
1160	apr	5
1161	participant	43
1162	pkaufma@enron	10
1163	germany	15
1164	fred	5
1165	renee	8
1166	end	73
1167	engineering	22
1168	forecast	55
1169	notebook	16
1170	carpet	8
1171	exchange	34
1172	explore	12
1173	keith	123
1174	part	44
1175	mother	6
1176	kleinwort	7
1177	nepool	7
1178	be	1641
1179	compile	10
1180	really	38
1181	carry	13
1182	winmail	12
1183	in-depth	21
1184	van	8
1185	official	17
1186	environment	13
1187	art	6
1188	state-to-state	6
1189	incur	8
1190	visit	96
1191	box	37
1192	brainstorm	5
1193	methodology	10
1194	journalist	5
1195	development	59
1196	migrate	5
1197	ex	5
1198	maintenance	21
1199	bottom	12
1200	regency	5
1201	probably	65
1202	unable	15
1203	sink	14
1204	transfer	50
1205	green	13
1206	preference	17
1207	cora	5
1208	management	58
1209	press	26
1210	landscape	8
1211	facility	15
1212	approval	72
1213	restricted	9
1214	color	11
1215	npng	5
1216	condition	16
1217	frequently	20
1218	install	20
1219	pace	10
1220	windows	21
1221	kholst@enron	7
1222	present	33
1223	logo	24
1224	todd	11
1225	everyone	30
1226	meeting	94
1227	authority	15
1228	do	736
1229	hit	21
1230	entity	14
1231	lumber	5
1232	communicate	10
1233	structure	38
1234	offline	5
1235	presence	8
1236	early	37
1237	season	37
1238	farmer	7
1239	city	43
1240	related	15
1241	audit	17
1242	commerce	7
1243	architecture	8
1244	webber	15
1245	cash	92
1246	cedar	6
1247	ford	6
1248	com-ed	6
1249	foundation	5
1250	radio	10
1251	tax	33
1252	future	92
1253	martin	22
1254	va	6
1255	finally	29
1256	covering	5
1257	cpuc	6
1258	hk	13
1259	owner	26
1260	consultant	14
1261	feldman	5
1262	register	37
1263	delay	11
1264	salomon	27
1265	automatically	13
1266	anytimesm	6
1267	thrill	9
1268	land	62
1269	rous	5
1270	creekside	14
1271	john	89
1272	bond	29
1273	reader	16
1274	practice	14
1275	yevgeny	7
1276	baumbach	5
1277	notification	15
1278	though	5
1279	katy	6
1280	mead	6
1281	kay	7
1282	winstead	6
1283	attributable	7
1284	phase	10
1285	phyllis	5
1286	messenger	19
1287	william	17
1288	let	279
1289	unsolicited	9
1290	hoecker	6
1291	pend	35
1292	wade	52
1293	slight	11
1294	stucco	12
1295	separate	12
1296	mary	50
1297	similar	21
1298	password	94
1299	rev.	7
1300	dax	13
1301	gate	6
1302	catch	9
1303	sme	10
1304	mode	7
1305	say	79
1306	processing	5
1307	pc	23
1308	investment	46
1309	bidding	5
1310	maintain	28
1311	commission	27
1312	customize	7
1313	jersey-maryland	6
1314	homebuilding	6
1315	potentially	14
1316	re	12
1317	drill	6
1318	shortage	5
1319	goal	22
1320	dominate	6
1321	forgot	10
1322	difficulty	7
1323	conversation	9
1324	repayment	5
1325	track	60
1326	somewhere	6
1327	significant	22
1328	promotion	24
1329	fill	66
1330	advantage	17
1331	snow	6
1332	html	7
1333	smoothly	6
1334	smith	64
1335	urge	6
1336	author	5
1337	deduct	8
1338	source	27
1339	howard	6
1340	shaped	8
1341	cycling	5
1342	al	15
1343	pallen70	7
1344	c.	5
1345	strategy	26
1346	attachment	38
1347	document	85
1348	year-end	6
1349	animated	5
1350	fy	5
1351	jason	14
1352	rebound	5
1353	spec	19
1354	jackie	5
1355	website	47
1356	gather	21
1357	global	17
1358	huge	14
1359	waha	8
1360	external	9
1361	wages	6
1362	dry	5
1363	try	179
1364	item	61
1365	course	25
1366	receive	287
1367	plant	25
1368	ready	61
1369	various	16
1370	everything	36
1371	know	293
1372	debt	12
1373	ice	8
1374	holtz	6
1375	partners	8
1376	mccarty	5
1377	pjm	19
1378	infrastructure	15
1379	vishal	7
1380	wonder	8
1381	buyer	54
1382	it	15
1383	boost	16
1384	definition	7
1385	auction	10
1386	advertiser	7
1387	sportsline	7
1388	offset	7
1389	settle	11
1390	requirement	14
1391	procedure	13
1392	govern	7
1393	muni	5
1394	ridge	8
1395	research	53
1396	involvement	6
1397	hard	28
1398	tradingday	10
1399	determine	29
1400	steven	14
1401	castagnola	5
1402	janie	21
1403	zdnet	23
1404	super	10
1405	sustain	13
1406	fgt	5
1407	ratio	8
1408	run	59
1409	recession	7
1410	fall	40
1411	incentive	10
1412	kaufman	5
1413	demand	57
1414	rsvp	7
1415	hernandez	5
1416	image	122
1417	reduction	7
1418	or	20
1419	street	38
1420	properties	5
1421	implement	11
1422	see	244
1423	bullish	5
1424	ep	9
1425	warner	6
1426	reach	58
1427	sechrest	6
1428	reference	30
1429	ercot	12
1430	lock	8
1431	richardson	7
1432	mcomber	5
1433	ongoing	5
1434	describe	25
1435	march	23
1436	mmbtu	10
1437	opportunity	52
1438	ps	5
1439	mara	10
1440	preston	20
1441	c	51
1442	gco	5
1443	20a	8
1444	privileged	12
1445	half	19
1446	anyway	7
1447	generator	7
1448	demo	5
1449	feasible	7
1450	delete	21
1451	user	52
1452	computer	49
1453	awesome	5
1454	usa	7
1455	finish	28
1456	leak	11
1457	development@enron	5
1458	dresdner	7
1459	recent	37
1460	overage	16
1461	serc	6
1462	slope	6
1463	dw	8
1464	organization	10
1465	grow	23
1466	success	14
1467	bloomberg	11
1468	define	8
1469	solid	11
1470	k.	8
1471	news	106
1472	convert	14
1473	dip	11
1474	name	153
1475	don	8
1476	spp	6
1477	atlanta	6
1478	unify	10
1479	horn	5
1480	tip	22
1481	taylor	9
1482	rebecca	10
1483	availability	14
1484	vacancy	13
1485	formulum	5
1486	steve	50
1487	next	104
1488	jun	8
1489	billing	11
1490	initiated	20
1491	leander	17
1492	common	24
1493	retail	14
1494	29th	6
1495	loss	18
1496	paste	7
1497	storage	32
1498	force	6
1499	spread	34
1500	lisa	10
1501	thoroughly	8
1502	not	704
1503	enable	11
1504	camille	5
1505	fowler	5
1506	duke	6
1507	permit	7
1508	guy	13
1509	precipitation	7
1510	dormer	13
1511	brothers	18
1512	sumner-kenney	5
1513	anywhere	16
1514	outperform	20
1515	deferral	11
1516	dempsey	5
1517	cumulative	6
1518	tarp	6
1519	challenge	7
1520	database	17
1521	ted	15
1522	liane	10
1523	united	5
1524	launch	12
1525	enrononline	9
1526	s	96
1527	soon	66
1528	private	18
1529	enjoy	30
1530	candidate	10
1531	alaska	5
1532	pre-scheduled	6
1533	possibility	12
1534	making	5
1535	lehman	17
1536	bath	16
1537	channel	13
1538	pager	10
1539	activate	5
1540	video	20
1541	revision	6
1542	armstrong	5
1543	brad	17
1544	updated	14
1545	gralla	20
1546	builder	69
1547	student	13
1548	assumption	8
1549	royed	6
1550	na	19
1551	your	31
1552	napster	5
1553	organize	19
1554	court	5
1555	up	331
1556	davis	11
1557	sum	6
1558	jeff	153
1559	limit	13
1560	ees	12
1561	nick	7
1562	expensive	14
1563	towbin	9
1564	room	45
1565	client	18
1566	schrab	5
1567	bar	8
1568	diary	6
1569	hunt	5
1570	sf	20
1571	fla	6
1572	promise	9
1573	mailing	49
1574	tholt	27
1575	k	23
1576	online	97
1577	smith@enron	28
1578	pep	5
1579	wide	16
1580	gops	6
1581	sarah	8
1582	buzz	7
1583	radiant	5
1584	complicate	5
1585	crisis	6
1586	august	23
1587	server	14
1588	opt	10
1589	actually	25
1590	deregulation	6
1591	jackson	5
1592	resend	16
1593	swap	20
1594	local	57
1595	ad	11
1596	marketplace	5
1597	large	32
1598	id	104
1599	employer	6
1600	redemption	6
1601	specification	8
1602	float	8
1603	banner	6
1604	eastern	27
1605	paper	11
1606	agree	48
1607	guide	32
1608	csfb	15
1609	afternoon	45
1610	mortgage	10
1611	reserve	72
1612	file	181
1613	rapid	5
1614	headline	21
1615	technology	52
1616	partnership	46
1617	shut	11
1618	nasdaq	19
1619	grant	26
1620	alert	46
1621	tweak	5
1622	raise	11
1623	minute	43
1624	car	22
1625	prospective	9
1626	randall	5
1627	gross	6
1628	reg	6
1629	addition	42
1630	profit	61
1631	gasper	5
1632	long	79
1633	mahmassani	5
1634	simpkins	6
1635	hurry	5
1636	my	10
1637	log	15
1638	rest	33
1639	module	5
1640	suggest	36
1641	palo	19
1642	monique	20
1643	gif	13
1644	degree	11
1645	publication	23
1646	win	30
1647	completion	19
1648	low	47
1649	claim	13
1650	sun	14
1651	publisher	5
1652	foreign	18
1653	handheld	7
1654	right	92
1655	painfully	5
1656	darron	8
1657	owner-strawbale@crest	6
1658	morgan	25
1659	randy	37
1660	anne	7
1661	04	10
1662	otherwise	28
1663	soundview	9
1664	holder	15
1665	cpa	5
1666	org	10
1667	photograph	10
1668	email	383
1669	jessica	5
1670	intent	6
1671	dillon	11
1672	too	73
1673	scalabrino	6
1674	blank	11
1675	loop	7
1676	second	55
1677	on-call	6
1678	u.s.	53
1679	cowen	15
1680	vehicle	16
1681	cardholder	8
1682	unit	93
1683	shiring	8
1684	intend	18
1685	lay	7
1686	create	107
1687	ok	25
1688	screen	20
1689	hire	6
1690	hour	80
1691	serious	6
1692	never	25
1693	obviously	6
1694	observation	9
1695	portland	21
1696	chip	5
1697	northwest	13
1698	quiet	9
1699	maine	6
1700	tx	43
1701	building	47
1702	audience	5
1703	further	67
1704	verde	19
1705	remain	27
1706	dawn	6
1707	t	22
1708	morris	9
1709	report	163
1710	corp.	23
1711	access	129
1712	lead	63
1713	cold	13
1714	office	144
1715	david	51
1716	aep	7
1717	premier	9
1718	priority	16
1719	line	91
1720	networking	5
1721	highlight	14
1722	equal	12
1723	several	50
1724	river	5
1725	transportation	6
1726	dow	15
1727	magazine	20
1728	inside	11
1729	d	40
1730	free	106
1731	potter	9
1732	banc	18
1733	draw	27
1734	products	11
1735	floor	58
1736	singla	6
1737	somehow	5
1738	gadget	6
1739	utility	74
1740	easement	6
1741	clarification	11
1742	film	12
1743	program	77
1744	pam	5
1745	jdsu	7
1746	penny	8
1747	frost	5
1748	overnight	21
1749	am	86
1750	kristen	5
1751	level	56
1752	live	59
1753	fair	22
1754	map	39
1755	larry	83
1756	dollar	34
1757	likely	13
1758	rental	9
1759	sport	9
1760	subject	104
1761	quote	32
1762	midmarket	5
1763	due	83
1764	charles	8
1765	calcagno	5
1766	wk	5
1767	closed	5
1768	amazon	14
1769	conduct	9
1770	southern	16
1771	occur	10
1772	contest	5
1773	automate	13
1774	term	80
1775	megawatt	8
1776	region	21
1777	chance	53
1778	inspection	7
1779	desktop	14
1780	terminal	6
1781	scheduling	24
1782	mime	10
1783	hearing	6
1784	montana	6
1785	got	8
1786	transmission	21
1787	deal	138
1788	dec.	19
1789	calling	5
